Id,Deck,Name,Text,Version
40229,"Rickard Karstark,Seigneur de Karhold",Provocation,"**Quand une Unité Combattante
ennemie est activée :**

Ciblez une unité alliée située à
Courte Portée ou moins.
Si cet ennemi peut Charger cette
unité, il effectue 1 Test de Moral avec
−1 au lancer pour chaque rang restant
dans cette unité. S’il échoue, il doit
déclarer 1 action de Charge sur cette
unité *(cela compte comme son action du
tour)*. De plus, s’il échoue et si l’unité
ciblée est une unité de la Maison
Karstark, cet ennemi devient **Affaibli**.",2021
40230,"Rickard Karstark,Seigneur de Karhold","Un besoin de
vengeance","**Au début de n’importe quel Round :**

Ciblez une Unité Combattante alliée.
Cette unité effectue 1 action d’Attaque.

Si cette unité est une unité de la Maison
Karstark, elle gagne +1 pour Toucher.

Une fois cette attaque résolue, votre
adversaire peut activer 1 UNC.",2021
40231,"Rickard Karstark,Seigneur de Karhold","Rétribution
Karstark","**Quand une unité ennemie
effectue une attaque, avant de
lancer les dés d’Attaque :**

Si cette attaque cible une unité de
la Maison Karstark, attachez cette
carte à cet ennemi jusqu’à la fin de la
partie. Sinon, attachez cette carte à
cet ennemi jusqu’à la fin du round.

Tant que cette carte est attachée,
chaque fois qu’elle résout une attaque,
cette unité devient **Vulnérable**.
Chaque fois qu’un rang de cette unité
est détruit, une unité avec laquelle est
engagée soigne 2 de ses Blessures.",2021
40232,"Maege Mormont, Dame de l'Île-aux-Ours","Ici nous
demeurons !","**Quand une unité alliée
devrait être détruite :**

Attachez-lui cette carte jusqu’à la
fin du round. Quand cette carte
est retirée, détruisez cette unité.

Tant que cette carte est attachée,
chaque fois que cette unité devrait
être détruite, elle effectue 1 Test de
Moral. Si elle réussit, elle n’est pas
détruite et reste en jeu avec 1 Blessure.
S’il s’agit d’une unité de la
Maison Mormont, la première
fois qu’elle effectue ce test,
elle gagne +2 à son lancer.",2021
40233,"Maege Mormont, Dame de l'Île-aux-Ours","Soutien de
L'Île-aux-Ours","**Au début d’un Tour allié :**

Ciblez 1 Unité Combattante alliée.
Elle soigne jusqu’à 3 de ses Blessures.

Soignez ce nombre de Blessures
+1 de 1 autre unité alliée située
à Longue Portée ou moins.

Si cette carte cible une unité de la
Maison Mormont, ciblez également
1 ennemi engagé avec celle-ci.
Cet ennemi devient **Affaibli**.",2021
40234,"Maege Mormont, Dame de l'Île-aux-Ours","Assaut
soutenu","**Quand une unité alliée effectue
une Attaque de Mêlée, avant
de lancer les dés d’Attaque :**

Si cette unité a commencé le tour
engagée avec le défenseur, elle lance sa
valeur de dés d’Attaque la plus élevée.
Si cette carte cible l’unité de
Maege Mormont, le défenseur
devient **Vulnérable**.",2021
40301,Paquet de Base Peuple Libre,"Regroupement
en formation","**Au début d’un tour allié :**

Ciblez 2 unités d’Infanterie
alliées, situées à Longue Portée
ou moins l’une de l’autre.
Retirez jusqu’à 4 figurines de
l’une de ces unités. Soignez
l’autre d’autant de Blessures.

Vous pouvez ensuite soit déplacer
1 Attachement de l’une de ces unités
à l’autre *(en remplaçant normalement une
figurine et en conservant les restrictions
d’Attachements)*, soit échanger
2 Attachements alliés entre ces unités.",2021
40302,Paquet de Base Peuple Libre,"Tactique de
coordination","**Au début de n’importe quel tour :**

Ciblez 2 unités d’Infanterie alliées,
situées à Courte Portée ou moins
l’une de l’autre.

Jusqu’à la fin du tour, ces unités
gagnent chacune les Capacités
non innées de l’autre.

Vous pouvez immédiatement
déclencher un Ordre non utilisé
« Début du Tour » de l’une ou l’autre
De ces unités.",2021-S02
40303,Paquet de Base Peuple Libre,"Ils sont trop
nombreux !","**Quand un ennemi effectue un Test de
Panique, avant de lancer les dés :**

Pour chacune de vos unités alliées
situées à Courte Portée ou moins,
cet ennemi subit −1 à son lancer 
*(maximum 3)*.",2021-S02
40304,Paquet de Base Peuple Libre,"Tactique de
diversion","**Après qu'un ennemi a résolu
une Attaque de Mêlée :**

Ciblez 1 autre unité alliée située à
Longue Portée ou moins du défenseur.
Elle effectue 1 action de Manœuvre.",2021
40305,Paquet de Base Peuple Libre,"Assaut
implacable","**Quand une unité alliée effectue
une Attaque de Mêlée, avant
de lancer les dés d’Attaque :**

Pour chaque unité alliée engagée avec
le défenseur, choisissez 1 option :

• Cette Attaque peut relancer
n’importe quels dés d’Attaque.

• Cette Attaque gagne **Frappe Critique**.

• Cette Attaque gagne **Fracasser**.",2021
40306,Paquet de Base Peuple Libre,"Encerclés et
à découvert","**Au début de n’importe quel tour :**

Ciblez 1 unité ennemie. Pour chacune de
vos unités alliées au-delà de la première 
situées à Courte Portée ou moins qui 
possède plus de rangs que cet ennemi, 
celui-ci gagne 1 pion État.",2021
40307,Paquet de Base Peuple Libre,"La horde
sans fin","**Au début de n’importe quel tour :**

Ciblez 1 Unité d’Infanterie alliée et attachez-lui cette carte jusqu’à la fin de la partie. Quand cette unité est détruite, placez 1 unité de Pillards du Peuple Libre dotée d’un Attachement Chef de Raid, non activée, entièrement à Longue Portée ou moins d’un bord de table allié.",2021-S02
40308,"Tormund Fléau-d'Ogres, Poing-la-Foudre","Poussée
aggressive","**Quand une unité alliée effectue une
action de Charge, avant de lancer
les dés de Distance de Charge :**

Cette unité est considérée comme
ayant obtenu des 6 sur tous ses dés de
Distance de Charge et ses Attaques
de Mêlée gagnent **Frappe Critique**.

Une fois cette attaque résolue,
l’attaquant devient **Vulnérable**, sauf s’il
s’agit de l’unité de Tormund.",2021
40309,"Tormund Fléau-d'Ogres, Poing-la-Foudre","Contre
assaut","**Après qu’un ennemi a résolu
une Attaque de Mêlée :**

Ciblez 1 unité Combattante alliée autre que le défenseur. Elle effectue 1 action d’Attaque ou de Charge contre l’attaquant.

Si cette carte cible l’unité de Tormund, celle-ci peut relancer n’importe lesquels de ses dés d’Attaque et de Distance de Charge pour cette action.",2021
40310,"Tormund Fléau-d'Ogres, Poing-la-Foudre","Impact
dévastateur","**Quand une unité alliée effectue une
action de Charge, avant de lancer
les dés de Distance de Charge :**

Les ennemis Chargés avec succès
par cette unité deviennent
**Paniqués** et **Vulnérables**.

Si cette carte cible l’unité de Tormund,
celle-ci peut relancer n’importe
quels dés de Distance de Charge.",2021
40311,"Mance Rayder, Roi d'Au-delà du Mur","Diplomatie
Sauvageonne","**Quand une UNC ennemie est activée :**

Si cette UNC s’empare d’une zone ce
tour-ci, avant ou après d’en résoudre
l’effet, ciblez 1 unité Combattante
ennemie. Elle gagne 1 pion État.
Ciblez ensuite 1 Unité Combattante
ennemie. Elle subit D3+1 Blessures.",2021
40312,"Mance Rayder, Roi d'Au-delà du Mur","Manœuvres
prévisibles","**Au début d’un tour ennemi :**

Ciblez 1 Unité Combattante
ennemie et 1 UNC ennemie.

Si l’une ou l’autre de ces unités
effectue une action ce tour-ci,
avant de résoudre celle-ci, 1 Unité
Combattante alliée effectue 1 action
d’Attaque, de Manœuvre ou de Repli.",2021
